Project Code,PA/NF Status,Model Name,Model Family,Platform,Platform Group,Fuel Type,Fuel Type Group,Build Type,OEM,Brand,Segment,Body Type,SSS,Brand Indicator,YEAR, Volume(simulation) ,Volume Property,PR Status,SOP Time,EOP Time,Model Family SOP,Model Family EOP,Volume Level,C6 Premises,Cloud Info,Remark
VW416/1CS_K,NF,Teramont X,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2017," 90,300 ",AaK,PR66.SP,3797/1/1,2018/2/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K,NF,Teramont X,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2018," 35,877 ",AaK,PR66.SP,3797/1/1,2018/2/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K1,PA,Teramont X PA1,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2018," 76,610 ",AaK,PR66.SP,2018/2/1,2019/7/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K1,PA,Teramont X PA1,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2019," 37,416 ",AaK,PR66.SP,2018/2/1,2019/7/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K2,PA,Teramont X PA2,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2019," 69,662 ",AaK,PR66.SP,2019/7/1,2022/11/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K2,PA,Teramont X PA2,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2020," 51,479 ",AaK,PR66.SP,2019/7/1,2022/11/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K2,PA,Teramont X PA2,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2021," 64,480 ",AaK,PR66.SP,2019/7/1,2022/11/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K2,PA,Teramont X PA2,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2022," 82,532 ",AaK,PR66.SP,2019/7/1,2022/11/1,,,Vol.  Level,KAK0119,,
VW416/1CS_K2,PA,Teramont X PA2,Teramont X,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2023," 63,028 ",AaK,PR66.SP,2019/7/1,2022/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K,NF,Teramont X New Hut,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2023," 74,040 ",AaK,PR66.SP,2022/11/1,2026/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K,NF,Teramont X New Hut,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2024," 64,508 ",AaK,PR66.SP,2022/11/1,2026/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K,NF,Teramont X New Hut,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2025," 59,307 ",AaK,PR66.SP,2022/11/1,2026/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K,NF,Teramont X New Hut,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2026," 74,231 ",AaK,PR66.SP,2022/11/1,2026/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K,NF,Teramont X New Hut,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2027," 8,966 ",AaK,PR66.SP,2022/11/1,2026/11/1,,,Vol.  Level,KAK0119,,
VW426/1CS_K1,PA,Teramont X New Hut PA,Teramont X,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,SUV/CUV,Plus,Volume,2027," 46,672 ",AaK,PR66.SP,2026/11/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K,NF,Viloran,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2017," 70,700 ",AaK,PR66.SP,2017/3/1,2018/11/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K,NF,Viloran,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2018," 77,678 ",AaK,PR66.SP,2017/3/1,2018/11/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K,NF,Viloran,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2019," 47,369 ",AaK,PR66.SP,2017/3/1,2018/11/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K1,PA,Viloran PA,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2019," 39,463 ",AaK,PR66.SP,2018/11/1,2021/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K1,PA,Viloran PA,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2020," 94,023 ",AaK,PR66.SP,2018/11/1,2021/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K1,PA,Viloran PA,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2021," 37,501 ",AaK,PR66.SP,2018/11/1,2021/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K2,PA,Viloran PA2,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2021," 54,703 ",AaK,PR66.SP,2021/2/1,2024/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K2,PA,Viloran PA2,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2022," 57,568 ",AaK,PR66.SP,2021/2/1,2024/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K2,PA,Viloran PA2,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2023," 103,758 ",AaK,PR66.SP,2021/2/1,2024/2/1,,,Vol.  Level,KAK0119,,
VW418/2CS_K2,PA,Viloran PA2,Viloran,MQB 41B,MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2024," 44,631 ",AaK,PR66.SP,2021/2/1,2024/2/1,,,Vol.  Level,KAK0119,,
VW428/2CS_K,NF,Viloran New Hut,Viloran,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2024," 38,925 ",AaK,PR66.SP,2024/2/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW428/2CS_K,NF,Viloran New Hut,Viloran,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2025," 61,092 ",AaK,PR66.SP,2024/2/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW428/2CS_K,NF,Viloran New Hut,Viloran,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2026," 109,120 ",AaK,PR66.SP,2024/2/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW428/2CS_K,NF,Viloran New Hut,Viloran,MQB 41B (W),MQB,ICE,ICE,CKD,SAIC-VW,VW,B,MPV,Plus,Volume,2027," 71,489 ",AaK,PR66.SP,2024/2/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW511/0CS_K,NF,Phideon,Phideon,MLB56,MLB,ICE,ICE,CKD,SAIC-VW,VW,C,Sedan,Plus,Volume,2017," 62,791 ",AaK,PR66.SP,3797/1/1,2017/8/1,,,Vol.  Level,KAK0119,,
VW511/0CS_K1,PA,Phideon PA,Phideon,MLB56,MLB,ICE,ICE,CKD,SAIC-VW,VW,C,Sedan,Plus,Volume,2017," 54,481 ",AaK,PR66.SP,2017/8/1,2020/8/1,,,Vol.  Level,KAK0119,,
VW511/0CS_K1,PA,Phideon PA,Phideon,MLB56,MLB,ICE,ICE,CKD,SAIC-VW,VW,C,Sedan,Plus,Volume,2018," 68,290 ",AaK,PR66.SP,2017/8/1,2020/8/1,,,Vol.  Level,KAK0119,,
VW511/0CS_K1,PA,Phideon PA,Phideon,MLB56,MLB,ICE,ICE,CKD,SAIC-VW,VW,C,Sedan,Plus,Volume,2019," 45,000 ",AaK,PR66.SP,2017/8/1,2020/8/1,,,Vol.  Level,KAK0119,,
VW511/0CS_K1,PA,Phideon PA,Phideon,MLB56,MLB,ICE,ICE,CKD,SAIC-VW,VW,C,Sedan,Plus,Volume,2020," 65,522 ",AaK,PR66.SP,2017/8/1,2020/8/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P,NF,Tiguan LWB PHEV,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2017," 87,705 ",AaK,PR66.SP,3797/1/1,2018/5/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P,NF,Tiguan LWB PHEV,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2018," 28,675 ",AaK,PR66.SP,3797/1/1,2018/5/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P1,PA,Tiguan LWB PHEV PA,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2018," 44,246 ",AaK,PR66.SP,2018/5/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P1,PA,Tiguan LWB PHEV PA,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2019," 64,080 ",AaK,PR66.SP,2018/5/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P1,PA,Tiguan LWB PHEV PA,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2020," 70,144 ",AaK,PR66.SP,2018/5/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW326/0CS_P1,PA,Tiguan LWB PHEV PA,Tiguan,MQB 37A SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2021," 46,550 ",AaK,PR66.SP,2018/5/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P,NF,Tiguan LWB PHEV NF,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2021," 25,457 ",AaK,PR66.SP,2021/4/1,2025/1/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P,NF,Tiguan LWB PHEV NF,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2022," 54,031 ",AaK,PR66.SP,2021/4/1,2025/1/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P,NF,Tiguan LWB PHEV NF,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2023," 36,676 ",AaK,PR66.SP,2021/4/1,2025/1/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P,NF,Tiguan LWB PHEV NF,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2024," 43,841 ",AaK,PR66.SP,2021/4/1,2025/1/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P,NF,Tiguan LWB PHEV NF,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2025," 39,485 ",AaK,PR66.SP,2021/4/1,2025/1/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P1,PA,Tiguan LWB PHEV NF PA,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2025," 65,741 ",AaK,PR66.SP,2025/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P1,PA,Tiguan LWB PHEV NF PA,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2026," 47,911 ",AaK,PR66.SP,2025/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW336/0CS_P1,PA,Tiguan LWB PHEV NF PA,Tiguan,MQB 37A (W) SUV,MQB,PHEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2027," 55,676 ",AaK,PR66.SP,2025/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P,NF,Passat PHEV,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2017," 106,933 ",AaK,PR66.SP,3797/1/1,2018/5/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P,NF,Passat PHEV,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2018," 62,861 ",AaK,PR66.SP,3797/1/1,2018/5/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P1,PA,Passat PHEV PA,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2018," 89,507 ",AaK,PR66.SP,2018/5/1,2020/10/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P1,PA,Passat PHEV PA,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2019," 75,998 ",AaK,PR66.SP,2018/5/1,2020/10/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P1,PA,Passat PHEV PA,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2020," 64,353 ",AaK,PR66.SP,2018/5/1,2020/10/1,,,Vol.  Level,KAK0119,,
VW421/1CS_P1,PA,Passat PHEV PA,Passat,MQB 48,MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2021," 42,004 ",AaK,PR66.SP,2018/5/1,2020/10/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P,NF,Passat PHEV NF,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2021," 81,022 ",AaK,PR66.SP,2020/10/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P,NF,Passat PHEV NF,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2022," 80,361 ",AaK,PR66.SP,2020/10/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P,NF,Passat PHEV NF,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2023," 78,747 ",AaK,PR66.SP,2020/10/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P,NF,Passat PHEV NF,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2024," 68,350 ",AaK,PR66.SP,2020/10/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P1,PA,Passat PHEV NF PA,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2024," 46,416 ",AaK,PR66.SP,2024/4/1,2027/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P1,PA,Passat PHEV NF PA,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2025," 49,049 ",AaK,PR66.SP,2024/4/1,2027/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P1,PA,Passat PHEV NF PA,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2026," 76,534 ",AaK,PR66.SP,2024/4/1,2027/4/1,,,Vol.  Level,KAK0119,,
VW491/1CS_P1,PA,Passat PHEV NF PA,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2027," 38,160 ",AaK,PR66.SP,2024/4/1,2027/4/1,,,Vol.  Level,KAK0119,,
VW401/1CS_P,NF,Passat PHEV NF NF,Passat,MQB 48 (W),MQB,PHEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2027," 59,803 ",AaK,PR66.SP,2027/4/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2019," 23,125 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2020," 83,005 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2021," 86,702 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2022," 81,759 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2023," 87,190 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B,NF,Aero B ,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2024," 63,768 ",AaK,PR66.SP,2019/9/1,2023/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B1,PA,Aero B PA,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2023," 58,925 ",AaK,PR66.SP,2023/9/1,2026/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B1,PA,Aero B PA,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2024," 99,967 ",AaK,PR66.SP,2023/9/1,2026/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B1,PA,Aero B PA,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2025," 98,537 ",AaK,PR66.SP,2023/9/1,2026/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B1,PA,Aero B PA,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2026," 111,484 ",AaK,PR66.SP,2023/9/1,2026/9/1,,,Vol.  Level,KAK0119,,
VW413/1CS_B1,PA,Aero B PA,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2027," 49,880 ",AaK,PR66.SP,2023/9/1,2026/9/1,,,Vol.  Level,KAK0119,,
VW423/1CS_B,NF,Aero B NF,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2026," 10,598 ",AaK,PR66.SP,2026/9/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW423/1CS_B,NF,Aero B NF,Aero B ,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,Sedan,NEV,Volume,2027," 149,331 ",AaK,PR66.SP,2026/9/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B,NF,A SUVe,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2018," 89,927 ",AaK,PR66.SP,2017/10/1,2021/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B,NF,A SUVe,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2019," 76,821 ",AaK,PR66.SP,2017/10/1,2021/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B,NF,A SUVe,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2020," 81,142 ",AaK,PR66.SP,2017/10/1,2021/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B,NF,A SUVe,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2021," 72,183 ",AaK,PR66.SP,2017/10/1,2021/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B,NF,A SUVe,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2022," 70,745 ",AaK,PR66.SP,2017/10/1,2021/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B1,PA,A SUVe PA,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2022," 145,508 ",AaK,PR66.SP,2021/10/1,2024/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B1,PA,A SUVe PA,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2023," 173,773 ",AaK,PR66.SP,2021/10/1,2024/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B1,PA,A SUVe PA,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2024," 180,861 ",AaK,PR66.SP,2021/10/1,2024/10/1,,,Vol.  Level,KAK0119,,
VW316/6CS_B1,PA,A SUVe PA,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2025," 62,812 ",AaK,PR66.SP,2021/10/1,2024/10/1,,,Vol.  Level,KAK0119,,
VW326/6CS_B,NF,A SUVe NF,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2025," 225,099 ",AaK,PR66.SP,2024/10/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW326/6CS_B,NF,A SUVe NF,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2026," 240,182 ",AaK,PR66.SP,2024/10/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW326/6CS_B,NF,A SUVe NF,A SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,SUV/CUV,NEV,Volume,2027," 260,533 ",AaK,PR66.SP,2024/10/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2018," 62,049 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2019," 29,519 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2020," 58,351 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2021," 97,647 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2022," 94,327 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B,NF,Neo,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2023," 97,210 ",AaK,PR66.SP,2018/8/1,2023/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B1,PA,Neo PA,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2023," 84,127 ",AaK,PR66.SP,2023/1/1,2026/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B1,PA,Neo PA,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2024," 143,396 ",AaK,PR66.SP,2023/1/1,2026/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B1,PA,Neo PA,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2025," 154,911 ",AaK,PR66.SP,2023/1/1,2026/1/1,,,Vol.  Level,KAK0119,,
VW310/6CS_B1,PA,Neo PA,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2026," 75,331 ",AaK,PR66.SP,2023/1/1,2026/1/1,,,Vol.  Level,KAK0119,,
VW320/6CS_B,NF,Neo NF,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2026," 93,413 ",AaK,PR66.SP,2026/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW320/6CS_B,NF,Neo NF,Neo,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,A,Hatchback,NEV,Volume,2027," 139,381 ",AaK,PR66.SP,2026/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW316/7CS_B,NF,Lounge SUVe,Lounge SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,SUV/CUV,NEV,Volume,2018," 67,629 ",AaK,PR66.SP,2018/3/1,2022/3/1,,,Vol.  Level,KAK0119,,
VW316/7CS_B,NF,Lounge SUVe,Lounge SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,SUV/CUV,NEV,Volume,2019," 65,564 ",AaK,PR66.SP,2018/3/1,2022/3/1,,,Vol.  Level,KAK0119,,
VW316/7CS_B,NF,Lounge SUVe,Lounge SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,SUV/CUV,NEV,Volume,2020," 53,685 ",AaK,PR66.SP,2018/3/1,2022/3/1,,,Vol.  Level,KAK0119,,
VW316/7CS_B,NF,Lounge SUVe,Lounge SUVe,MEB 31A,MEB,BEV,NEV,CKD,SAIC-VW,VW,B,SUV/CUV,NEV,Volume,2021," 119,339 ",AaK,PR66.SP,2018/3/1,2022/3/1,,,Vol.  Level,KAK0119,,
